aid,location,name,lat,lng,year_built,education,household,parking,complex_facility,move_in_day,subway_distance,convenience_facility
447,서울특별시 서초구 서초동 효령로72길 14,현대아파트,37.4864642,127.024908,1989,3,412,1,0,12066,13,6
448,서울특별시 서초구 서초동 효령로72길 57,서초트라팰리스,37.4867542,127.0283802,2005,4,257,2,9,6231,10,5
449,서울특별시 서초구 서초동 효령로74길 56,서초벽산블루밍,37.4856904,127.0260206,2006,7,60,1,0,6018,13,5
450,서울특별시 서초구 서초동 효령로74길 57,동원베네스트아파트,37.4850992,127.0267723,2002,3,126,1,0,7336,13,5
451,서울특별시 서초구 잠원동 강남대로95길 56,대주피오레아파트,37.5128131,127.0170218,2002,2,49,2,0,7275,7,2
452,서울특별시 서초구 잠원동 나루터로 46,금호베스트빌,37.5146397,127.0142264,2002,3,117,2,4,7362,7,2
453,서울특별시 서초구 잠원동 반포대로 310,두산위브,37.5067706,127.0005752,2003,2,49,1,0,7103,8,3
454,서울특별시 서초구 잠원동 신반포로23길 41,신반포2,37.5103475,127.0023599,1978,4,1572,2,0,16284,10,3
455,서울특별시 서초구 잠원동 신반포로33길 15,동아,37.5086508,127.010067,2002,6,991,1,5,7485,5,3
456,서울특별시 서초구 잠원동 신반포로33길 66,신반포청구,37.5139308,127.0084374,1998,2,347,0,3,9130,8,3
457,서울특별시 서초구 잠원동 잠원로 166-17,강변,37.5176525,127.0124685,1987,2,360,1,3,12953,11,2
458,서울특별시 서초구 잠원동 잠원로 166-4,미주파스텔,37.517265,127.0110618,2002,2,91,1,0,8584,12,2
459,서울특별시 서초구 잠원동 잠원로 85,블루힐하우스,37.5118135,127.0059973,1999,2,125,1,0,8461,7,3
460,서울특별시 서초구 잠원동 잠원로3길 20,중앙하이츠,37.5101361,127.0047584,1998,2,126,1,0,8796,8,3
461,서울특별시 서초구 잠원동 잠원로3길 8,한신타워,37.5107842,127.0059623,1996,2,250,1,4,9648,13,3
462,서울특별시 성동구 금호동2가 금호로 107,래미안하이리버,37.5519831,127.0230371,2012,8,847,0,0,3879,9,5
463,서울특별시 성동구 금호동4가 금호로 15,서울숲푸르지오,37.5446984,127.0223406,2007,8,888,1,7,5632,14,5
464,서울특별시 성동구 금호동4가 금호로 17,서울숲푸르지오2차,37.5539343,127.0205234,2012,6,707,1,0,3789,12,3
465,서울특별시 성동구 금호동4가 독서당로 272,대우,37.5460658,127.0199938,2001,5,1689,1,7,7912,8,4
466,서울특별시 성동구 금호동4가 동호로 84,롯데,37.5470635,127.0174345,2003,6,249,1,5,7296,4,5
467,서울특별시 성동구 금호동4가 매봉길 24,브라운스톤금호,37.5466414,127.0157697,2007,7,217,1,4,5754,4,5
468,서울특별시 성동구 사근동 살곶이길 176,벽산,37.5607212,127.0470822,2000,5,133,1,0,8279,6,4
469,서울특별시 성동구 성수동1가 뚝섬로 310,한진타운,37.5410567,127.0453964,1994,3,378,1,0,10501,3,5
470,서울특별시 성동구 성수동1가 뚝섬로 311,서울숲대림,37.5418042,127.0457931,2000,3,372,1,4,8126,6,3
471,서울특별시 성동구 성수동1가 뚝섬로1길 4,서울숲대림,37.5418042,127.0457931,2000,3,372,1,4,8126,6,3
472,서울특별시 성동구 성수동1가 뚝섬로3길 6,현대그린,37.5406149,127.0498276,1994,10,219,1,0,10287,11,6
473,서울특별시 성동구 성수동1가 뚝섬로5길 17,금호,37.5419314,127.0505158,2003,10,159,1,0,7201,9,6
474,서울특별시 성동구 성수동1가 상원12길 15,동아그린,37.5507561,127.0482536,1999,4,331,1,3,8888,8,3
475,서울특별시 성동구 성수동1가 상원6길 16,대우2,37.5483977,127.0501181,1999,4,283,1,4,8584,4,3
476,서울특별시 성동구 성수동1가 상원길 15,동아그린,37.5494155,127.0499374,1999,4,331,1,3,8888,8,3
477,서울특별시 성동구 성수동1가 상원길 42,뚝섬현대,37.54768,127.048828,1992,4,99,1,3,11322,4,3
478,서울특별시 성동구 성수동1가 상원길 63,쌍용,37.5495276,127.0471998,1997,4,777,1,6,9314,4,3
479,서울특별시 성동구 성수동1가 상원길 75,우방,37.5507685,127.0473402,1997,4,92,1,0,9344,9,3
480,서울특별시 성동구 성수동1가 상원길 76,동아그린,37.5507561,127.0482536,1999,4,331,1,3,8888,8,3
481,서울특별시 성동구 성수동1가 상원길 77,우방,37.5507685,127.0473402,1997,4,92,1,0,9344,9,3
482,서울특별시 성동구 성수동1가 서울숲길 25,서울숲성수현대,37.5484093,127.0406299,1990,5,217,1,2,11882,8,3
483,서울특별시 성동구 성수동1가 왕십리로 66-15,신장미,37.5435182,127.0437247,1983,3,173,1,0,14884,3,4
484,서울특별시 성동구 성수동1가 왕십리로 80,동아,37.5446561,127.0452248,1983,3,390,1,0,14397,2,4
485,서울특별시 성동구 성수동2가 성수이로 137,현대I-PARK,37.5472605,127.0566158,2003,4,656,2,4,7063,5,4
486,서울특별시 성동구 성수동2가 성수일로10길 3,성수우방2차아파트,37.5484434,127.0516509,1999,6,221,1,2,8522,8,3
487,서울특별시 성동구 성수동2가 성수일로4길 26,힐스테이트,37.5412119,127.0521329,2009,10,445,2,0,4960,10,7
488,서울특별시 성동구 성수동2가 성수일로8길 47,롯데캐슬파크,37.5460975,127.0558655,2003,4,604,2,3,7032,2,4
489,서울특별시 성동구 성수동2가 연무장길 31,금호타운2차아파트,37.5433538,127.0530428,1997,5,141,1,0,9283,6,3
490,서울특별시 성동구 옥수동 독서당로 191,극동,37.5434044,127.0117249,1986,5,900,1,7,13179,11,5
491,서울특별시 성동구 옥수동 독서당로 218,삼성,37.5422258,127.0141937,1999,5,1444,1,9,8621,9,5
492,서울특별시 성동구 옥수동 독서당로 242,동인샤인빌,37.5449688,127.0175706,2003,5,68,0,0,7275,6,5
493,서울특별시 성동구 옥수동 독서당로40길 25,현대,37.5435494,127.0189517,1990,5,566,2,4,11932,1,2
494,서울특별시 성동구 옥수동 독서당로40길 37,옥수어울림,37.5422885,127.0181535,2011,3,297,2,0,3988,1,1
495,서울특별시 성동구 옥수동 매봉길 15,래미안 옥수 리버젠,37.5451492,127.0141611,2012,4,1821,1,0,3653,4,1
496,서울특별시 성동구 옥수동 한림말길 50,옥수하이츠,37.5401176,127.0163862,1998,5,774,1,7,9252,4,5
497,서울특별시 성동구 응봉동 고산자로 160,대림강변타운,37.5538974,127.0348727,2001,5,1150,1,4,7761,8,4
498,서울특별시 성동구 응봉동 고산자로4길 34,서울숲리버그린동아아파트,37.5529412,127.0372614,2003,6,375,1,3,7147,9,2
499,서울특별시 성동구 응봉동 독서당로 377,금호현대,37.5509707,127.0309944,1990,5,644,1,0,12144,14,2
500,서울특별시 성동구 응봉동 독서당로 381,금호현대,37.5505499,127.0341139,1990,5,644,1,0,12144,14,2
501,서울특별시 성동구 응봉동 독서당로 434,대림(1차),37.5505499,127.0341139,1986,5,855,1,0,13240,11,2
502,서울특별시 성동구 응봉동 독서당로62길 43,대림(1차),37.5515893,127.0330269,1986,5,855,1,0,13240,11,2
503,서울특별시 성동구 하왕십리동 난계로 114-31,금호베스트빌,37.5613016,127.0257932,2001,8,732,1,7,8038,8,4
504,서울특별시 성동구 하왕십리동 무학로 50,청계벽산,37.568672,127.0320307,1996,4,822,2,4,9709,11,2
505,서울특별시 성동구 하왕십리동 청계천로 494,청계벽산,37.568672,127.0320307,1996,4,822,2,4,9709,11,2
506,서울특별시 성동구 행당동 고산자로 177,서울숲행당푸르지오,37.5555131,127.0330068,2011,6,457,1,0,4259,9,3
507,서울특별시 성동구 행당동 독서당로 441,신동아,37.5574629,127.0347413,1995,4,636,0,0,10775,11,3
508,서울특별시 성동구 행당동 행당로 82,행당한진타운,37.5559126,127.0290958,2000,3,2851,1,2,8645,1,3
509,서울특별시 성동구 행당동 행당로8길 8,두산위브,37.5571878,127.0312706,2009,4,465,0,0,4776,4,3
510,서울특별시 성북구 길음동 길음로 118,길음뉴타운4단지(e편한세상),37.6119424,127.0194697,2005,7,1881,1,4,6462,14,6
511,서울특별시 성북구 길음동 길음로 119,길음뉴타운2단지푸르지오,37.6108287,127.0179463,2005,7,1634,1,8,6456,11,6
512,서울특별시 성북구 길음동 길음로 16,길음뉴타운6단지(래미안),37.6063008,127.0228112,2007,7,977,1,10,5895,3,6
513,서울특별시 성북구 길음동 길음로 33,길음뉴타운8단지(래미안),37.6075197,127.018009,2010,7,1617,1,0,4567,9,6
514,서울특별시 성북구 길음동 길음로 74,길음뉴타운5단지(래미안),37.6097759,127.0206116,2006,7,560,1,8,6035,13,6
515,서울특별시 성북구 길음동 길음로9길 40,길음뉴타운1단지(래미안길음1차),37.6058638,127.0203016,2003,7,1125,1,8,7274,5,5
516,서울특별시 성북구 길음동 길음로9길 50,길음뉴타운9단지(래미안),37.6035622,127.0198289,2010,7,1254,1,0,4475,8,5
517,서울특별시 성북구 돈암동 동소문로34길 24,돈암동삼성,37.599028,127.0233899,1999,3,2014,1,7,8675,7,5
518,서울특별시 성북구 돈암동 동소문로34길 73,길음역금호어울림센터힐,37.5989354,127.0231516,2014,2,490,1,0,2480,13,1
519,서울특별시 성북구 돈암동 북악산로 913,돈암동 풍림아파트 101~105동,37.5958376,127.0232421,1999,4,769,1,4,8635,11,5
520,서울특별시 성북구 돈암동 성북로4길 52,한신,37.5947663,127.0104379,1998,5,4509,1,8,8949,9,7
521,서울특별시 성북구 돈암동 성북로4길 52,한진(609-1),37.5947663,127.0104379,1998,5,4509,1,8,8949,9,7
522,서울특별시 성북구 돈암동 아리랑로 68,돈암힐스테이트,37.5986227,127.0150616,2007,3,200,1,0,5829,6,5
523,서울특별시 성북구 돈암동 아리랑로5길 92,돈암동해피트리,37.5972748,127.0118186,2013,4,192,2,0,3631,7,5
524,서울특별시 성북구 돈암동 정릉로 388,동부센트레빌,37.6026231,127.0259747,2003,4,540,1,7,7369,2,7
525,서울특별시 성북구 돈암동 정릉로 402-16,범양,37.6032812,127.0279914,1998,5,499,1,4,8788,4,5
526,서울특별시 성북구 돈암동 정릉로 404,돈암현대아파트,37.6082356,127.009657,1991,5,619,0,6,11536,10,4
527,서울특별시 성북구 동소문동7가 동소문로15길 99,한신플러스C,37.595164,127.014139,2004,7,409,1,9,7336,5,6
528,서울특별시 성북구 보문동3가 지봉로21길 19,현대I-PARK,37.5854796,127.0168301,2003,9,431,1,4,7062,3,5
529,서울특별시 성북구 삼선동4가 삼선교로23길 23,코오롱,37.5902678,127.0125187,1999,5,437,1,6,8918,6,4
530,서울특별시 성북구 상월곡동 장월로1길 28,동아에코빌,37.607923,127.0453013,2003,5,1531,1,5,7535,5,5
531,서울특별시 성북구 상월곡동 화랑로15길 4,우남푸르미아,37.6057268,127.0464834,1994,3,225,2,0,10257,4,5
532,서울특별시 성북구 석관동 한천로 509,코오롱,37.6062279,127.0656478,1999,3,453,1,6,8862,11,2
533,서울특별시 성북구 석관동 화랑로48길 16,두산,37.6126112,127.0687734,1998,3,1998,1,8,9161,6,4
534,서울특별시 성북구 안암동1가 고려대로17가길 64,안암동삼성래미안,37.5893024,127.0238533,2005,10,528,1,7,6398,8,6
535,서울특별시 성북구 안암동1가 인촌로17가길 64,안암동삼성래미안,37.5893024,127.0238533,2005,10,528,1,7,6398,8,6
536,서울특별시 성북구 정릉동 보국문로 116,정릉힐스테이트3차,37.6144259,127.0077456,2008,5,522,1,8,5394,4,4
537,서울특별시 성북구 정릉동 보국문로 19,정릉푸르지오,37.6061668,127.0099721,2005,4,403,1,4,6240,6,6
538,서울특별시 성북구 정릉동 솔샘로25길 28,정릉풍림아이원,37.6186219,127.007307,2005,3,2305,1,2,7122,8,1
539,서울특별시 성북구 정릉동 정릉로 305,길음뉴타운경남아너스빌,37.6042574,127.0171799,1999,4,866,1,4,8595,5,5
540,서울특별시 성북구 종암동 종암로21길 127,아이파크종암동1차,37.6025363,127.0298016,2004,5,513,1,2,6819,9,5
541,서울특별시 성북구 종암동 종암로23길 35,래미안세레니티,37.5992432,127.0310266,2009,4,955,1,0,4809,13,5
542,서울특별시 성북구 종암동 종암로24가길 53,종암에스케이,37.6010514,127.0368411,1999,5,1783,1,4,8669,8,7
543,서울특별시 성북구 종암동 종암로24가길 80,래미안라센트,37.5996248,127.0387994,2011,5,1025,1,0,4352,6,7
544,서울특별시 성북구 종암동 종암로25길 30,삼성래미안,37.6009545,127.0301755,2004,5,1168,1,2,7149,8,5
545,서울특별시 성북구 하월곡동 오패산로 46,월곡두산위브,37.6069136,127.0386139,2003,8,2655,1,10,7185,12,6
546,서울특별시 성북구 하월곡동 오패산로 90,래미안월곡,37.6105228,127.0369217,2006,5,1372,1,8,6008,15,4
547,서울특별시 성북구 하월곡동 오패산로3길 17,동신,37.6044161,127.0353254,1998,2,746,1,7,8949,13,1
548,서울특별시 성북구 하월곡동 월곡로14길 26,월곡래미안루나밸리,37.5990315,127.0421761,2007,5,787,1,8,5544,6,6
549,서울특별시 송파구 가락동 동남로 225,래미안파크팰리스,37.4980961,127.1321303,2007,4,919,1,4,5525,3,4
550,서울특별시 송파구 가락동 동남로11길 4,가락미륭아파트,37.4935937,127.1287299,1986,4,435,1,0,13209,7,7
551,서울특별시 송파구 가락동 송이로15길 31,가락쌍용(2차),37.5015104,127.122275,1999,3,492,1,0,8492,7,5
552,서울특별시 송파구 거여동 양산로4길 16,거여5단지,37.4888158,127.1453108,1997,4,605,1,5,9283,10,5
553,서울특별시 송파구 거여동 오금로56길 16,우방1,37.4925869,127.1422247,1999,5,257,1,4,8514,2,1
554,서울특별시 송파구 거여동 오금로56길 28,금호어울림,37.4921498,127.1433402,2003,4,140,2,4,6971,5,5
555,서울특별시 송파구 문정동 동남로 160,문정가락현대1차,37.490182,127.127859,1984,4,514,1,5,13939,14,5
556,서울특별시 송파구 문정동 중대로 24,올림픽훼밀리타운,37.4885861,127.1153362,1988,3,4494,1,8,12448,5,5
557,서울특별시 송파구 방이동 양재대로 1089,한양3,37.5061281,127.1224849,1985,3,252,1,6,13819,12,4
558,서울특별시 송파구 방이동 양재대로 1109,대림,37.5076633,127.124291,1985,7,480,2,7,13819,2,7
559,서울특별시 송파구 방이동 오금로31길 27,코오롱아파트,37.5085137,127.1224351,1991,7,758,1,5,11687,7,7
560,서울특별시 송파구 방이동 오금로31길 28,코오롱아파트,37.5084823,127.1234319,1991,7,758,1,5,11687,7,7
561,서울특별시 송파구 송파동 오금로 126,레이크해모로,37.5113292,127.1088048,2005,4,75,2,0,6271,6,4
562,서울특별시 송파구 송파동 오금로32길 10,미성맨션,37.5058263,127.119104,1985,4,378,2,0,13819,13,6
563,서울특별시 송파구 송파동 오금로32길 14,송파삼성래미안아파트,37.5046082,127.118771,2001,4,845,2,3,7680,13,6
564,서울특별시 송파구 송파동 오금로32길 5,가락삼익맨숀,37.5055381,127.1211805,1984,4,936,2,2,13909,10,5
565,서울특별시 송파구 신천동 올림픽로 435,파크리오,37.5212561,127.1095962,2008,5,6864,1,0,5237,4,6
566,서울특별시 송파구 신천동 올림픽로35가길 9,잠실푸르지오월드마크,37.5175312,127.103575,2013,3,288,2,0,3477,5,6
567,서울특별시 송파구 신천동 올림픽로35길 104,장미1,37.5193571,127.0993659,1979,3,2100,1,2,16070,7,4
568,서울특별시 송파구 오금동 마천로7길 4,대림,37.5082021,127.1283034,1988,3,749,1,5,12439,8,5
569,서울특별시 송파구 오금동 양재대로72길 15,현대백조,37.5092382,127.1290175,1997,3,438,1,5,9495,7,5
570,서울특별시 송파구 오금동 양재대로72길 42,쌍용스윗닷홈1단지,37.5078588,127.1311102,2005,3,110,1,4,6301,8,5
571,서울특별시 송파구 오금동 오금로 407,상아2차아파트,37.4982404,127.136456,1988,4,750,1,5,12509,3,4
572,서울특별시 송파구 오금동 오금로35길 17,현대(2-4차),37.5057916,127.1263283,1984,5,1316,1,7,13893,6,2
573,서울특별시 송파구 오금동 위례성대로 176,대림,37.5103481,127.1291211,1988,3,749,1,5,12439,8,5
574,서울특별시 송파구 잠실동 백제고분로18길 30,우성4차,37.5027135,127.0829215,1983,6,555,1,3,14366,12,4
575,서울특별시 송파구 잠실동 송파대로 567,주공아파트 5단지,37.515194,127.0948475,1978,4,3930,1,9,16331,3,4
576,서울특별시 송파구 잠실동 올림픽로 135,리센츠,37.5127117,127.0886646,2008,8,5563,1,0,5267,1,7
577,서울특별시 송파구 잠실동 올림픽로 99,잠실엘스,37.512376,127.100639,2008,9,5678,1,0,5205,5,8
578,서울특별시 송파구 잠실동 올림픽로4길 42,우성아파트,37.5068555,127.0729819,1981,5,1842,1,5,15005,8,5
579,서울특별시 송파구 잠실동 잠실로 62,트리지움,37.5098111,127.0895602,2007,2,3696,1,6,5602,7,6
580,서울특별시 송파구 장지동 충민로6길 14,송파파인타운6단지,37.4805212,127.1319153,2008,7,564,1,0,5231,9,7
581,서울특별시 송파구 풍납동 올림픽로 525,현대1,37.5294251,127.1190189,1995,6,708,1,7,9922,6,7
582,서울특별시 송파구 풍납동 올림픽로45길 11,극동,37.5265521,127.1166621,1987,6,415,1,4,12539,9,7
583,서울특별시 송파구 풍납동 풍성로15길 10,대동1,37.5352192,127.1168891,1999,5,93,1,5,8765,12,6
584,서울특별시 송파구 풍납동 풍성로6길 15,신동아파밀리에,37.5336423,127.114483,1993,6,135,1,0,10622,12,7
585,서울특별시 송파구 풍납동 한가람로 448,동아한가람1,37.537009,127.114494,1995,6,782,1,4,10257,12,4
586,서울특별시 송파구 풍납동 한가람로 468,신성노바빌아파트,37.5385407,127.1167068,2000,6,236,1,0,8156,13,4
587,서울특별시 송파구 풍납동 한가람로 478,씨티극동1,37.5330475,127.1092458,1998,6,442,1,0,9587,11,4
588,서울특별시 양천구 목동 목동동로 250,진도2,37.5256287,126.873651,1999,5,179,1,0,8706,3,5
589,서울특별시 양천구 목동 목동동로12길 23,목동대림,37.5233363,126.8741946,1994,3,262,1,7,10440,3,5
590,서울특별시 양천구 목동 목동동로12길 45,삼익,37.522705,126.8766195,1997,7,277,1,0,9344,3,8
591,서울특별시 양천구 목동 목동로 224,대원칸타빌,37.5284864,126.8648581,2001,4,154,1,0,7791,4,3
592,서울특별시 양천구 목동 목동로 230,현대I-PARK,37.5289944,126.8650201,2003,4,171,1,0,7124,5,5
593,서울특별시 양천구 목동 목동서로 234,목동성원(926-8),37.5263135,126.86931680000001,1997,3,200,1,0,9464,6,7
594,서울특별시 양천구 목동 목동서로 264,진도1,37.5243742,126.8685258,1998,5,182,1,0,8918,8,5
595,서울특별시 양천구 목동 목동서로 38,목동신시가지1,37.539193,126.8794362,1985,6,1882,1,3,13544,8,5
596,서울특별시 양천구 목동 목동중앙로 143,우성,37.5411913,126.8755307,1992,4,332,1,0,11201,12,4
597,서울특별시 양천구 신월동 신월로22길 10,신월휘버스,37.5198743,126.8461682,2004,4,48,21,0,6939,12,8
598,서울특별시 양천구 신정동 목동동로 130,목동신시가지14,37.5149985,126.8725405,1987,4,3100,1,2,12905,13,5
599,서울특별시 양천구 신정동 목동동로12길 60,목동현대3차,37.5229444,126.8738458,1997,7,972,1,0,9314,8,6
600,서울특별시 양천구 신정동 신목로 16,쌍용,37.5226732,126.8760245,1992,3,270,1,0,11017,12,4
601,서울특별시 양천구 신정동 신목로 23,현대,37.5172967,126.8744833,1995,7,217,1,0,10045,14,7
602,서울특별시 양천구 신정동 신목로 9,쌍용,37.517054,126.8755887,1992,3,270,1,0,11017,12,4
603,서울특별시 양천구 신정동 신목로5길 9,대림,37.5177284,126.8735526,1992,3,210,1,0,11017,15,4
604,서울특별시 양천구 신정동 신정로 290,신트리3,37.5119007,126.8529747,2000,7,537,1,2,8106,15,3
605,서울특별시 양천구 신정동 신정중앙로21길 10,이연에버리치,37.5269754,126.8623298,2007,3,42,1,0,5812,3,5
606,서울특별시 양천구 신정동 중앙로29길 108,대성유니드2차,37.5208696,126.8486258,2004,3,186,1,0,6743,7,7
607,서울특별시 양천구 신정동 중앙로45길 42,정은스카이빌2차,37.5220631,126.8487737,2004,4,80,1,0,6861,7,5
608,서울특별시 영등포구 당산동 당산로54길 11,래미안당산1차,37.5342693,126.9056216,1995,3,348,2,2,10106,5,1
609,서울특별시 영등포구 당산동 버드나루로 130,강변래미안,37.5294711,126.9084217,2002,4,801,1,3,7491,9,5
610,서울특별시 영등포구 당산동1가 당산로 68,진로,37.5207142,126.8963363,1997,5,461,0,2,9283,6,8
611,서울특별시 영등포구 당산동1가 영등포로 130,진로,37.5210326,126.8957506,1997,5,461,0,2,9283,6,8
612,서울특별시 영등포구 당산동2가 당산로 95,당산2가현대홈타운,37.523372,126.894979,1994,5,783,2,6,10440,1,8
613,서울특별시 영등포구 당산동3가 국회대로 552,삼익,37.5255183,126.8972369,1979,3,176,0,0,15947,6,5
614,서울특별시 영등포구 당산동3가 당산로31길 32,쌍용예가클래식,37.5274114,126.8935179,2010,3,284,1,0,4551,7,1
615,서울특별시 영등포구 당산동3가 양산로17길 22,당산어울림2차,37.5263308,126.8942669,2009,4,125,1,0,4800,4,8
616,서울특별시 영등포구 당산동3가 영신로 191,동부센트레빌,37.523817,126.8985626,2003,4,468,2,7,7128,7,5
617,서울특별시 영등포구 당산동3가 영신로 193,당산한양,37.5255183,126.8972369,1986,3,338,1,0,13482,7,4
618,서울특별시 영등포구 당산동4가 국회대로 597,당산반도유보라팰리스,37.5268539,126.9016456,2010,3,299,2,0,4688,7,3
619,서울특별시 영등포구 당산동4가 국회대로29길 13,유원제일,37.5298399,126.8961476,1983,6,360,1,5,14249,8,8
620,서울특별시 영등포구 당산동4가 국회대로37길 22,당산금호어울림,37.5283764,126.9013395,2002,3,292,1,0,7397,8,4
621,서울특별시 영등포구 당산동4가 당산로36길 12,당산삼성2차,37.5276966,126.8984916,1997,5,392,1,2,9252,5,5
622,서울특별시 영등포구 당산동4가 당산로41길 23,당산현대3차,37.5314402,126.8967236,1988,5,509,1,3,12328,10,5
623,서울특별시 영등포구 당산동4가 당산로42길 16,당산현대5차,37.5296095,126.9008077,2000,4,976,1,8,8340,9,5
624,서울특별시 영등포구 당산동4가 영신로55길 8,브라운스톤당산,37.5271956,126.9022573,2015,4,162,0,0,2591,7,2
625,서울특별시 영등포구 당산동4가 영신로57길 5,한강아파트,37.5279732,126.9028354,1999,6,265,1,6,8521,12,5
626,서울특별시 영등포구 당산동5가 당산로 214,당산삼성래미안4차,37.5319821,126.9030334,2003,6,1391,2,3,6913,1,5
627,서울특별시 영등포구 당산동5가 당산로42길 13,당산효성1차,37.5307534,126.9017345,1999,3,480,1,3,8431,5,4
628,서울특별시 영등포구 당산동5가 당산로42길 7,당산효성타운2차,37.531008,126.9006198,2001,3,258,1,0,7761,5,4
629,서울특별시 영등포구 대림동 가마산로 312,신동아,37.4968124,126.8946051,1987,3,591,0,6,13148,5,7
630,서울특별시 영등포구 대림동 대림로31길 39,신동아,37.4952167,126.8949894,1987,3,591,0,6,13148,5,7
631,서울특별시 영등포구 도림동 도신로15다길 33,한라,37.5076988,126.8973073,1998,3,142,1,0,8918,8,5
632,서울특별시 영등포구 도림동 도신로15라길 5-7,한라,37.5076988,126.8973073,1998,3,142,1,0,8918,8,5
633,서울특별시 영등포구 도림동 도영로 66,영등포아트자이,37.5104465,126.8995476,2014,4,836,0,0,3197,14,6
634,서울특별시 영등포구 양평동3가 선유동2로 29,현대2차,37.5321336,126.8954304,1990,4,312,1,6,11809,11,5
635,서울특별시 영등포구 양평동3가 선유로 207,양평현대6차,37.5289951,126.8924107,2000,2,770,1,5,8050,12,4
636,서울특별시 영등포구 양평동3가 선유로43가길 24,거성파스텔,37.5314592,126.8919228,1999,2,532,1,3,8617,12,4
637,서울특별시 영등포구 여의도동 63로 45,시범,37.5207424,126.9370305,1971,4,1584,0,8,18638,12,1
638,서울특별시 영등포구 여의도동 국제금융로 108-6,진주,37.5181045,126.9329752,1977,4,376,0,0,16527,5,5
639,서울특별시 영등포구 여의도동 국제금융로7길 1,수정,37.5230602,126.9306805,1976,4,329,1,0,16953,7,3
640,서울특별시 영등포구 여의도동 국제금융로7길 20,대교,37.5221313,126.9337787,1975,4,576,2,0,17288,8,5
641,서울특별시 영등포구 여의도동 국제금융로7길 27,삼부,37.5244655,126.9319411,1975,4,866,1,0,16892,4,5
642,서울특별시 영등포구 여의도동 국회대로76가길 11,순복음(초원),37.530782,126.923921,1971,4,153,0,0,18658,12,5
643,서울특별시 영등포구 여의도동 여의나루로 126,목화,37.5259984,126.9325629,1977,4,312,0,0,16527,1,3
644,서울특별시 영등포구 여의도동 여의대로6길 17,공작,37.5265909,126.9297307,1976,4,373,0,0,16892,4,3
645,서울특별시 영등포구 여의도동 여의동로 143,대우트럼프월드Ⅰ,37.5174675,126.9322795,2002,4,282,2,7,7365,6,6
646,서울특별시 영등포구 여의도동 의사당대로 110,미성,37.5199076,126.9245387,1978,4,577,1,0,16315,5,5
647,서울특별시 영등포구 영등포동8가 영중로 145,삼환,37.5283387,126.905394,1999,4,520,1,2,8614,6,5
648,서울특별시 영등포구 영등포동8가 영중로 154,당산푸르지오,37.5305102,126.9061998,2004,4,538,2,5,6693,9,5
649,서울특별시 용산구 문배동 백범로 341,리첸시아용산B,37.5380381,126.9675825,2010,4,260,2,0,4628,7,4
650,서울특별시 용산구 문배동 백범로90길 74,이안용산1차(101동),37.537451,126.9696399,2005,6,266,1,0,6239,4,4
651,서울특별시 용산구 문배동 백범로90다길 12,CJ나인파크,37.5360166,126.9690249,2007,5,280,2,0,5643,8,7
652,서울특별시 용산구 산천동 효창원로 17,리버힐삼성,37.5351215,126.9506953,2001,8,1465,1,3,8025,15,9
653,서울특별시 용산구 신창동 효창원로15길 16,세방리버하이빌,37.5359517,126.9539578,2005,9,176,1,0,6484,14,9
654,서울특별시 용산구 용산동5가 서빙고로 67,용산파크타워(24-0),37.5239187,126.9718594,2009,4,888,0,0,5174,2,6
655,서울특별시 용산구 원효로1가 원효로90길 11,용산더프라임,37.5401662,126.9700719,2014,9,559,2,0,3239,4,6
656,서울특별시 용산구 이촌동 이촌로 174,동부센트레빌,37.520931,126.9665039,2001,3,309,2,3,7882,11,4
657,서울특별시 용산구 이촌동 이촌로 181,한강(대우),37.5221203,126.9693836,2000,3,834,1,3,8340,7,5
658,서울특별시 용산구 이촌동 이촌로 201,한가람,37.5215466,126.9703451,1998,3,2036,1,7,8887,4,4
659,서울특별시 용산구 이촌동 이촌로64길 15,LG한강자이,37.5194588,126.9705367,2003,3,656,3,7,7186,8,5
660,서울특별시 용산구 이촌동 이촌로65가길 51,한가람,37.5216688,126.9739239,1998,3,2036,1,7,8887,4,4
661,서울특별시 용산구 이촌동 이촌로65길 8,한가람,37.5214391,126.9715571,1998,3,2036,1,7,8887,4,4
662,서울특별시 용산구 이촌동 이촌로71길 10,한가람,37.5207574,126.9734658,1998,3,2036,1,7,8887,4,4
663,서울특별시 용산구 이촌동 이촌로87길 13,강촌,37.5192056,126.9770742,1998,3,1001,1,3,9161,13,5
664,서울특별시 용산구 이촌동 이촌로87길 14,강촌,37.5191429,126.9795118,1998,3,1001,1,3,9161,13,5
665,서울특별시 용산구 이촌동 이촌로87길 21,이촌코오롱(A),37.5199827,126.9786768,1999,3,787,1,4,8461,6,5
666,서울특별시 용산구 한강로2가 한강대로53길 16,용산파크e-편한세상,37.5339355,126.9709114,2007,1,146,0,0,5680,6,4
667,서울특별시 은평구 불광동 통일로 796,북한산힐스테이트7차,37.6183087,126.9390451,2011,5,1070,1,0,4170,11,4
668,서울특별시 은평구 수색동 은평터널로 60,진흥엣세벨,37.5853446,126.9002298,2003,4,280,1,0,7295,9,3
669,서울특별시 은평구 수색동 은평터널로 65,e편한세상 수색 에코포레,37.5867485,126.8998503,2003,5,1440,1,4,7822,11,3
670,서울특별시 은평구 신사동 은평터널로 164,현대1,37.5935249,126.908464,1997,5,445,1,0,11017,8,3
